text,label
집에서도 아무런 도움을 안 주는 상황에 분노가 치밀었다. 혼자서 모든 것을 감당해야 한다는 현실이 화나게 만들었다.,1
"오늘은 완전히 혼자였지만, 그래도 좋았어. 아무런 기대 없이 한숨을 내쉬며 소파에 앉아서.",2
오늘은 진짜 답답한 날이었다. 사무실에서 누가 저를 곤지람하니까 참을 수 없게 됐어.,1
"오늘은 중요한 과제를 놓쳤고, 감정이 날뛰면서도 미안함을 느껴보지 못했다.",1
하루가 너무 길어서 눈을 뗄 수 없었다. 하지만 집중력이 떨어졌다.,0
오늘은 또다시 사람들을 배신해버렸다. 이 말은 내 마음에서도 아팠다.,2
"오늘 하루는 끝이다. 내 몸은 말하고 있어, 먹고 싶지도 않다.",0
"계속해서 자신감 잃고, 결국 아무것도 하지 않은 날이었다.",3
마음은 항상 빈 boş했다.,2
"오늘은 단순히 와치기 보단, 마비된 몸으로 버티는 하루였다.",0
"오늘 일도 마음에 들지 않고, 그림도 마음대로 치질 못했다.",3
이유 없이 내 말을 듣지 않아서 분노가 가라앉질 않네. 내가 더 말해야겠지?,1
친구들 연락 없이 하루 보내니... 소외감 느껴 내가 문제라 생각하고...,2
오늘은 또 다들 바빠 내가 혼자 다 처리해야 했다. 그 사이 빠져서 친구랑 싸웠나 봐. 이제는 아무도 믿지 않을까.,2
"회사 사람들 이야기를 들어보면, 그들이 내 일을 얼마나 잘해내는지 알 수 있어. 그럼에도 불구하고 나는 혼자였다.",2
내가 좀 더 많이 할 수 있었겠지만...,3
부모님 말씀에 계속 반항했다. 하지만 그것이 맞는 행동인지 모르겠었다.,1
다른 사람들은 자연스럽게 해내는데 나는 왜 이렇게 어렵고 어려운 걸까 생각하니까 화가 나.,3
식사할 때조차 별 감정 없이 빨라들었다.,0
아무 활동도 하지 않아도 피곤한 날이었다.,0
밥 먹으면 서쪽 하늘만 보면서 멍하구나. 이래봬도 오늘은 정말 답답했다.,1
"내가 늘 부족하다는 생각이 들어, 이런 나를 보면 속이 화가 난다.",3
내가 이대로라도 될까봐 걱정이네. 사람들과 가까워질 수 있을까?,2
걸음을 내디딜 힘이 없어 그냥 창문만 바라보다 결국 눕기로 결심했다.,0
내가 바라는 이상향과 현실 사이의 간격이 너무 크게 느껴져 불안하다.,3
다른 사람들의 행복한 모습을 보면 내 자신에 대한 불평이 무너져 내렸어. 그럴 때마다 나는 왜 저렇게 살고 있는지 답답했다.,3
또 하루가 지나갔는데 아직도 잘 안 한다고 생각해 마음이 답답했다.,3
저녁시간에도 불구하고 집중력이 떨어져서 효율적으로 공부하지 못하고 고민하다가 잠이 들었다. 내 실력이 더 필요해 보였다.,3
오늘 하루가 끝나갈 때마다 내게 들릴까 봐 걱정 돼.,3
"상사에게 불평하려 했지만, 결국 말하지 못했다. 이럴 때마다 답답하다.",1
오늘은 정말로 혼났어. 일에 집중하고 있는데 다른 사람들이 웃고 노는데 내가 다가가지도 못해.,1
"오늘 친구랑 갈등 벌였는데, 결국 제 말이 맞았지만 배신감이 들었다.",2
"왜 항상 내 자신을 비난해야 하는 걸까? 그런 상황에서도 나는 여전히 부족하고, 안타깝네.",3
힘든 하루였어. 기력 없이 그냥 지내는 게 다였다.,0
"오늘은 정말 끝내주지 못해, 너무 스트레스 받았어.",1
"오늘은 혼나고 싶었지만, 웃을 줄 알아야 했다.",1
오늘은 끝나도 다 지쳐서 집에서 식후 산책만 했다.,0
오늘 날씨만큼 내 마음도 무거웠어. 같이 있던 친구들이나 가족들도 모두 나를 멀리한 것 같아.,2
이번 주는 정말 힘들었다. 갑자기 바뀌는 일정 때문에.,1
"카페에서 혼자 앉아 있었는데, 어떤 남자가 계속 보는 거 같아서 정말 불편했어. 이건 또 뭔 소린지 모르겠다.",1
팀원들이 상황을 잘못 파악하고 나만 막무가내로 몰아넣어서 분노했다. 이제 좀 깨우쳐달라.,1
오늘 업무 미팅에서 제 아이디어를 제대로 전달하지 못해서 화가 난다. 나 자신을 너무 못난이라고 생각하며 다시 할 일을 준비해야겠다.,3
"오늘은 혼자 집에서 쉬었다. 외롭고, 그 외로움이 너무 커서.",2
오늘은 내가 잘못한 게 아무것도 없는 거 알고 있어? 그래도 내가 시켜준 일이 다 못해 놓고. 다투는 사이에 혼나버렸다.,1
오늘은 나에게 너무나 부족함을 느꼈어. 정말 이런 나를 끝내고 싶어.,3
오늘 데이트는 친구들이 잘 못 조율해서 실패했다. 가슴이 답답하다.,1
오늘은 정말 스트레스가 많이 갔다. 상사와의 갈등 때문에 집에서도 편한 마음으로 쉴 수 없었다.,1
모든 것이 무겁게 느껴졌다. 내 몸과 마음은 끝없이 피곤함으로 가득 차 있었다.,0
오늘은 정말로 버겁게 보내야 할 것 같아.,0
내일을 위해 오늘은 그냥 쉬어야겠다.,0
"오늘은 또 다른 날처럼 기대를 해봤다가 실망만 했다. 나 자신을 봤어, 이런가 보다.",3
"집에 와도 친구한테 미안해지고, 또다시 답답함 느껴진 하루였다.",1
"오늘 너무 부족해 보였어. 미팅에서 주제 이해도 못한 게 싫었는데, 그래도 다음엔 더 열심히 해야겠다.",3
오늘 일과 관련된 압박감이 치를만 했다. 대체 왜 능력을 인정받지 못하나.,1
정말 혼자서는 못한다고 느껴져. 오늘 하루 종일 그렇게 생각했다.,3
"오늘은 실수 없이 모든 걸 잘 마쳤지만, 그런 성과조차 인정받지 못하고, 불평할 데 없는 상황에 답답했다.",1
"컴퓨터 앞에서만 몇 시간을 버TURE해도, 나 자신이 얼마나 피로한지 모르겠다.",0
오늘은 다리가 무거워 걸음을 내디딜 힘이 떨어졌어.,0
아무리 애써도 그저 잠시의 기쁨밖에 없는 오늘 하루였다.,0
오늘은 혼자 다니다가 너무 싫었다.,2
사소한 일로 분노했지만 그 이유조차 모르겠었다.,1
"오늘의 나는 진짜 답답하네, 무슨 일이든 잘 못해.",3
너무 피곤해서 걷도 싫었는데 결국 집에만 앉아있었다.,0
오늘 회사에서 혼내서 집으로 돌아온 난 이번엔 정말 울었다. 이젠 진짜 혼자라니까...,2
"항상 이런 기분일 수는 없다는 걸 알고 있는데, 그럼에도 불구하고 오늘은 정말 힘들었다.",3
오늘은 정말 열받았어. 내 상사가 너무 심했다. 도리가 없는 이야기도 그렇게 대들어줘?,1
아무것도 하기 싫었다. 저만의 시간이 필요하다고 느꼈다.,0
오늘은 나에게 너무나 많은 것을 요구했다. 그러나 내가 했던 일로는 충분히 대답해주지 못한 것 같아 답답하다.,3
오늘은 먹다 싫어져서 밥도 잘 못 먹었다. 몸이 무거워 걷기도 피곤해.,0
아무것도 하지 않고 싶었다.,0
일 때문에 스트레스받아서 아무일도 해보지 못했다. 에너지 다 소진되다.,0
"오늘하루는 일상의 힘으로 몸둘 벗기지 못했다, 숨어 있는 피로감 속에서만 쉴 수 있었다.",0
"오늘은 정말로 망쳤다, 내일 좀 더 낫길 기대해 봐.",0
내일은 꼭 이 정도는 풀어야겠다고 다짐하면서도 끝내 수면을 선택했다.,0
"마치 나 자신을 비워내는 것처럼 하루가 지났고, 내 안에는 빈 공간뿐이었어.",0
뭐하나 모르겠다. 일과의 차단된 통로만 두고 있었다. 이런 환경에서 더 이상 참아내는 게 아니란 생각이 들었다.,1
언제까지 이렇게 자신을 탓해야 하는 걸까? 내일부터 시작해야겠다.,3
이 상황에서 어떻게 해야 할지도 모르겠어서 억울한 마음이 들었다.,1
오늘은 내 실력이 부족한 것 같아 미안했다. 그걸 인정해야 할 걸.,3
"오늘은 정말 뭔가를 해내려 했지만, 다 지쳤어. 에너지는 없는 거 같아.",0
오늘은 무능함을 많이 느꼈다. 내가 해낼 수 있을 것 같지 않았다.,3
이번 주말에도 다시 혼자 보내게 됐어. 이대로는 안 되겠다 싶어서.,2
오늘은 어제의 실수를 생각하느라 한숨만 했다. 내가 왜 이렇게 안 좋을까?,3
내가 하는 일이 너무나 서투르다는 걸 느꼈어. 또 실패할까봐 두려웠음.,3
오늘은 내가 얼마나 비효율적인 사람인지 깨달았지. 너무나 아쉬웠네.,3
오늘은 다 내려놓고 쉬다 잤었는데도 피곤하다. 하루 종일 몸도 마음도 텅 비어버린 느낌.,0
오늘 팀원들과 프로젝트 준비하는데 의견이 안 통하길래 속상했다.,2
이번 회식 참석해서 다행히도 서로 웃어주긴 했지만 내 말은 듣지 않는 것 같았고 그래서 속상했다.,2
몸도 마음도 빈 강가처럼 비었다.,0
회사에서의 갈등 때문에 오늘은 참 고생했어. 불만이 가득한 하루였다.,1
에너지가 완전히 고갈되어서 자지도 못했다.,0
오늘의 나는 이렇게 완전히 피로하다,0
오늘의 나는 모두가 나로 인해 불편한 생활하는 것 같아서 마음이 무겁네.,2
"오늘은 업무 스트레스가 많았지만, 아무런 취미나 즐거움도 제대로 못했다.",0
대체 누가 내 결정권을 빼앗아 갔나? 저질러 본다고 내가 하고 싶었던 건 아니었어.,1
"오늘따라 모든 걸 숨기느니 말아야겠다, 내 정서가.",2
또 한 번 실패했다. 앞으로 어떻게 해야 좋을지 모르겠다.,3
내일을 위한 힘은 한 줄도 남아있지 않았어. 오늘은 이렇게 끝내버릴까 싶었어.,0
"오늘 회의에서 제안을 한 것이 완전히 무시당했다. 그들은 나를 배실했다는 생각이 들어, 마음이 무겁다.",2
왜 이렇게 지치고 분노하는지 모르겠다. 오늘 하루 일과가 너무 억울해서.,1
"오늘은 정말 힘들었어. 일을 잘못 하고 나서 미안하다. 능력 부족을 느끼고, 다음부터는 조심해야겠다.",3
오늘 늦게까지 일하다가 집으로 돌아와서는 왜 이렇게 못할까 자책했다.,3
"오늘은 참 혼자서 지내는 날이었어. 친구들과의 약속을 어 Ammo, 소통하지 않아 배신감이 들어.",2
오늘 대답도 못하고 당황해서 참을 수 없게 됐다. 어떻게 하면 더 잘해낼 수 있을지 모르겠다.,1
"오늘은 참으로 힘들었다. 누군가로부터 계속 압박을 받아가며 웃음을 짓던가, 아니면 제대로 표현도 못하고 눈물이 쏟아져 나왔나?",1
이번에도 꼭 성공하려고 노력해야겠다.,3
오늘은 나에게 비판의 시간이었네. 내가 해내지 않은 부분을 찾아보니까.,3
오늘은 나를 배신했다고 생각한 그친구땜에 한강에서 혼자 산책을 했다.,2
오늘은 나날이 어려워져가고 있어. 다시는 이런 일을 당하지 않게 해야겠다.,3
피곤해 미쳐겠네. 이렇게도 볼일보기 싫은 하루였다.,0
"오늘 회사 사람들한테 배신감을 느꼈는데, 내가 너무 믿었던 걸까.",2
오늘은 정말 힘들었어. 다리를 뻗고 싶지만 기력이 안 나가.,0
"오늘 일기장 써야하는데, 이거 쓰고 있어도 아무런 도움이 안되겠다 싶어서 더 답답해졌어.",1
"오늘은 정말 외롭게 보내야 했어. 그룹에 초대를 받았지만, 결국 나는 제외되었지.",2
동료들이 뭘 그렇게 잘하는지 모르겠다. 나한테는 안 보이는가?,1
내가 원래 이렇게 못나한 거였는지 알게 됐어.,3
"오늘 회식에서도 아무도 나와 친근한 대화를 나누지 않아. 외롭고, 이대로는 안 되겠다 싶었어.",2
"친구들이랑 점심을 먹으러 나왔는데, 누군가 저를 배신했다.",2
주말에도 침대에서 일어나지 못했다. 이거 정말 억울하고 답답한 일이라도 해결해야겠네.,1
회사에서 잘못해선 손이 많이 가고 나 혼자만 너무 어렵게 살아서 답답했다.,3
내가 가지 않은 것들이 너무 많다. 앞으로 더 열심히 해야겠어.,3
오늘 아침부터 막무가내로 대하더니... 이제 난 이 사람을 더 이상 견딜 수 없어!,1
"오늘 하루에 대한 후회가 쌓여서, 내가 너무 미안했어. 하지만 앞으로는 더 잘할 수 있을 거야.",3
오늘 하루 너무 피곤해서 걷기도 힘들었다.,0
빚이 늘어나자 가슴아파 했다. 이자는 절대 안 갚겠다는 분노가 솟았다.,1
오늘은 정말 답답했다. 회사에서 잘못된 결정 때문에 또 혼나서.,1
오늘은 그냥 넘어갔다. 모든 게 힘들었다.,0
오늘의 스트레스는 내가 소화하기엔 무겁다고 느껴지네.,1
오늘 하루는 혼자 보내면서 뭔가를 느꼈지. 그건 외로움이었을까?,2
오늘은 아무것도 없었다. 그래서 이렇게 완전히 텅 비어버린 거 같아.,0
오늘은 무언가를 성취하는 빛나는 날이 아니었네.,0
회사 이직이냐 안 하냐 해도 결론 안 난 채로 오늘도 계속 웃는 척했다. 진심 피곤하고 답답하다.,1
"오늘은 정말 답답했어. 그딴짓 하다니, 분명히 내가 잘못한 게 없다는데...",1
오늘은 누워서만 바라본 하늘 빛이 전부였다.,0
내가 좀 더 노력해야 했구나. 이렇게 힘든 상황에서까지 뒷정리 잘 못해보고 싶지 않아.,3
회식 자리에서 친구에게 뺏기고 혼나서 짜증났다. 남들이 웃을 때 나는 울먹이기만 했다.,1
회사에서 내 의견이 무시될 때마다 분노가 이내로 치민다.,1
아직도 이론만 익히고 실제 활용을 못하는 걸 보며 실망했다.,3
오늘도 비난만 했다. 진심으로 변하고 싶은 나를 발견하지 못했다.,3
오늘은 내가 너무 늦게 일어났다. 가볍게 끼니를 해결한 후에도 집안일을 제대로 하지 못했다.,3
오늘 또 그러고 나왔어. 내 말대로 안 들으니까 화나네.,1
오늘은 참 일이 많아 너무 힘들었다. 회사에서도 압박을 받고 가족과의 대화도 잘 통하지 않았다.,1
친구랑 팀 프로젝트를 하려고 애쓰다가 그녀가 항상 미루는 타입이라 스트레스만 늘었다.,1
"오늘은 정말 열심히 하려 했는데, 결국엔 실패한 것 같아. 왜 나는 못 해낼까 싶다.",3
"내가 하는 일이 제대로 이루어지지 않아, 힘들게 노력하고 있지만 결과가 나오질 않아.",3
왜 이렇게 자꾸만 못이라고 느끼는 건지 모르겠다. 너무 아프다.,3
"모든 사람이 나를 무시하는 거 같아서, 이제는 아무 말도 안하겠다.",1
오늘 하루도 내일에 바빠 떠나려는 마음은 잊혀지질 않아.,1
오늘은 머리가 무겁게 느껴져 아무 일도 제대로 못했다.,0
아무것도 할 싫증이 난다. 이대로는 안 되겠다.,0
외로움 속에서 밤을 보내야 했어. 동료들이 저런 태도였는데도 나는 아무 말 없이 그들의 웃음을 지켜봤지.,2
오늘 하루는 완전 혼자였어. 같이 노는 친구들 대신 그저 저만의 시간 보내고 있었던 거 같아.,2
친구 집에 가서 무언가 이상해졌어. 내 짐작은 틀렸는지도 모르겠다.,3
오늘도 혼자 싸워야 하는 것이 너무 힘들었다.,3
오늘 하루 엉망이었다. 같이 공부할 친구에게 배신당해서. 아무도 내편이 아니라는 걸 새삼 느껴져.,2
오늘은 진심 싫었다. 친구랑 말다툼하고 혼자 집에 왔어.,2
"어제의 압박이 오늘도 이어져, 결국 팀프레스sure 되었다.",1
"집에서 딸기 케이크 만들고 있는데, 레시피에 안 나온 재료를 추가했더니 맛이 맞지 않았다. 기분도 이상했다.",1
"오늘 회식에서 모든 사람들이 웃으면서 떠들었지만, 내가 참여하는 건 없었다. 그러다 절실히 친구가 필요했다.",2
일상에서 벗어난 일이 많아서 오늘 난 정말 무능하게 굴었다.,3
에너지는 빈 강정처럼 말라붙었다.,0
너무 힘들어서 오늘은 좀 더 조용히 지나치게 싶다.,0
오늘은 계속 자신감이 부족하다 싶었다. 능력이 부족하다는 생각이 머릿속을 맴돌았다.,3
"몸은 무거웠고, 마음엔 텅 비어 있었다. 오늘을 살아가는Energy가 없었다.",0
"회의에서 말하는 것도 피곤하고, 나서지도 싫었다.",1
무언가를 해내려 노력했지만 결국 실패했다.,0
"왜 이런 기분이 계속되는 건지, 나에게 답을 찾을 수가 없었다.",3
오늘 하루 정말 지치겠다. 뭐 하나 제대로 이뤄지지도 않고...,0
회의가 끝나니 너무 피곤해서 걸음을 옮기기도 힘들었다.,0
오늘은 다시 엄마와 말다툼 했다. 이번엔 좀 더 심각해졌나보다.,2
나 혼자 다니며 생각하며 걸었다.,2
동료의 실수탓에 나 혼자 외로운 심정을 겪었다.,1
남편이 약속을 지키지 않아서 화가 났다. 오늘은 나 혼자 있어야겠다.,1
오늘은 완전히 혼자였다. 다른 사람들 사이에선 내가 존재하지 않나 보구나.,2
"오늘은 바쁘게 움직이고 있지만, 내부적으로는 비었네.",0
오늘 아침 주차장에서 친구가 내 차 뒤에 넣더니 범인 찾아서 화내고 있네. 진짜 짜증이 난다.,1
"오늘은 정말 답답한 하루였다. 회사에서 막말을 당해서, 어떻게 말해야 하는지 몰라 혼란스러웠다.",1
오늘 하루 업무 중 실수해서 스트레스 받았어. 이런 내가 정말 부족하다고 생각돼.,3
"오늘은 참 힘들었어. 회의에서 내가 제안한 아이디어는 거절당했고, 이유도 명확하지 않았아.",1
오늘은 절대 안 되는 일이 있어 울컥했다.,1
오늘 하루도 또 다른 사람의 오해 때문에 혼란스러웠다. 진실은 잘 알려지지 않는 듯했다.,1
"친구들이 저녁 먹으러 가려고하는데, 나는 집에서 쉬자고 말했다.",1
"집에 돌아와 커피 한잔하려 했지만, 손이 저절로 카페인에서 멀어져 버렸다. 아무리 노력해도 에너지가 없었다.",0
"오늘은 정말로 힘들었다. 회사에서도, 가족에게도 미안한 상황이 잇었는데, 그것들이 너무나 내 자신을 뒤흔드는 거야.",3
친구들이 나를 배신했나 봐. 앞으로는 혼자서 모든 일 처리할 수 있어야겠다.,2
오늘은 휴식만 하고 싶었다. 모든 것이 지칠 만큼 지쳤다.,0
"오늘 회의에서 내가 하고 싶었던 말을 하지 못했어. 친구들조차 나를 지지해주질 않아서. 어머, 답답하네.",1
"오늘 아침부터 혼자 다니는데, 어디 가도 사람들이 내색하는 게 느껴져.",2
"오늘은 정말 분노했다. 주말에도 일하라고 연락이 와서 불만이다. 나에게는 가족들과 보내야 할 시간도 있고, 이건 개인적인 사생활을 침해하는 것 같은 느낌이 든다.",1
"오늘 회사에서 협업 작업하려 했는데, 친구가 내가 없는 사이에 다른 사람한테 일을 넘겨버린 거 같아.",2
"회사 사람들과의 대화가 전혀 즐겁지 않았다, 혼자 있으면 좋겠다 싶었다.",2
친구가 약속을 망쳤대 내가 얼마나 화나는지...,1
왜 이리 불공평한 걸까? 친구들이랑 같게 해주면 좋겠다.,1
오늘 난 너무 힘들었다. 막혔던 일이 해결되지 않아 나 자신을 비난했다.,3
뭐하나 원치 않는 일이 계속해서 따라붙는 날이었다.,1
왜 내가 잘못했는지 모르겠다. 이건 공평치 않아.,1
오늘은 또 혼내서 팀에서 빠졌어. 뭐하러?,2
사사로운 감정 때문에 친구가 나한테 뭔가 말하려는 걸 방해했다. 절대 참을 수 없겠단 생각만 한다.,1
친구와의 심사양해가 불안정해서 오늘은 그녀에게 진심으로 미안했다고 말해야겠다.,1
오늘의 나는 너무 소심해. 중요한 결정을 하지 못해서 마음이 아팠어.,3
"오늘은 또 혼자였지만, 내일부터는 달라질래. 모든 사람들이 그러하길 바라.",2
오늘은 정말 답답하다. 회의에서 내가 제안한 아이디어가 무시된 거다.,1
오늘은 내 생각대로 진행되지 않았어. 불만이 쌓인다.,1
내 친구들이 나를 배실했어. 오늘의 날은 왕따의 하루였다.,2
"그들이 내 의견을 무시한 것 같아 답답하고, 가슴이 답답해서 숨쉬기도 힘들었다.",2
"혼자 집에서 싸우는 데다, 이성에게 조언을 해달라고 요구했다. 무시당한 느낌이 강했어.",1
말해줬더니 왜 저렇게 되었는지 모르겠네. 이제 앞으로 어떻게 해야 할지 모르겠다.,2
나는 나 자신에게 너무나 실망스러웠어. 오늘도 성실하지 않았기 때문이야.,3
오늘 정말 못마땅했어. 회사에서 무모한 결정을 내려서 속이 뒤숭숭해.,1
"모든 사람이 나를 배신하려 하고, 그걸 느껴서 혼자 울기도 했다.",2
에너지가 떨어져서 그냥 앉아 있었다. 일어서는 것 자체가 어렵다.,0
오늘은 진심 화가 나서 입을 놀리셨나 싶었다. 이런 상황에서 조용히만 있을 수는 없잖아!,1
오늘은 늘 그렇듯 아침부터 떨려났다. 목표가 너무 크다는 자책감에 잠들기도 전에 깨어있었다.,3
오늘도 같은 일을 반복하다 실수했다. 다시 해야하고 또 빠진 거리도 정리해야 하는데 그래도 내가 잘못 한게 아니라고 믿어도 답답해.,1
오늘은 먹는 것조차 뭔가 무거웠던 하루였다.,0
오늘 또 일이 잘못해서 죄송하다고 하면서도 마음대로 해결 못해 답답했다.,3
오늘 밥 먹으러 가는데 친구들 뒤에서 웃었다. 내게 다가와 위로해주고 싶었지만 결국 멀어졌다.,2
내 모습에 질렸다. 이렇게 못난 내가 어떻게 행복해할 수 있을까.,3
오늘은 또다른 낙오자가 되었다. 다시 실패한 것 같아 마음이 무겁다.,3
오늘은 완전히 힘이 빠진 날이었다. 식사는 제대로 하지도 못하고 누워 있었다.,0
오늘 하루는 내가 잘못했음을 인정할 수 없는 분노 속에서 보냈다.,1
"오늘은 혼자 집에서 시간 보내고 싶었는데, 친구한테 초대받아 갈등 났다. 나를 배려해줬어야 했다.",2
"오늘 일과 관련해서, 너무나 많은 걸 배웠지만, 동시에 나는 그만큼 부족하다는 걸 깨달았다.",3
"뭐하러 그렇게 불평할 필요가 있었겠냐고? 혼나고, 말해봤자 소용없었다.",1
친구한테 잘못 이해시켰다는 소식 들었다. 진심으로 화가 난 하루여서.,1
오늘 집에 돌아와 나 자신에게 냉정하게 말해주었다.,3
오늘 회사 사람들에게 배신당했어 이제는 혼자서 일해가면서 성장해야겠다고 다짐했다,2
오늘 끝나는 순간까지 나의 몸은 아픔을 참고 있어.,0
몸과 마음 모두 가라앉아 있을 수 있는 힘이 없다. 오늘도 무언가에 빠져들었다.,0
내가 이렇게 불평하니 나빠보이는 것 같아.,1
애써 왔지만 결국 아무것도 하지 못했다. 끝끝내 피로감에 이기고 싶지 않아 휴식만 택했다.,0
"오늘 일은 참 많았지만, 그래도 마지막까지 끝내고 집으로 돌아갔어.",1
"오늘의 실수 때문에 내가 자존감이 많이 떨어졌어. 정말 잘못했어, 다음부터 더 신경 쓸게.",3
오늘은 외로워져서 카페에 가서 책 읽는 시간 좀 갖고 오래 앉아 있었다.,2
저들은 왜 그러는 건데... 나는 아무 잘못도 안 했는데 어째서 내가 답답한 거야.,1
"몸은 움직이지 않았고, 마음도 텅 비어 있었다. 정말로 바닥에 주저앉고 싶었다.",0
오늘은 팀 프로젝트에서 의견 차이 때문에 심각한 분쟁을 겪었다. 나만 잘못 이해당하는 거 같은 기분에 화가 났다.,1
오늘도 계속되는 스트레스 때문에 헤집어 누웠어. 내 일상이 이렇게 될 줄 몰랐어.,1
내가 어떻게 이걸 견디야? 혼자서만 생각해보면 안달이 들어.,2
"혼자 있기는 싫지만, 함께 있어도 마음이 상하는 날이었다.",2
"다시 일어나려 해도 힘이 없는 날이었다, 에너지가 고갈되었다.",0
오늘 일찍 자려고 했는데 잠이 오지 않았다. 내 마음이 너무 불안해서 그렇나 보다.,3
오늘 난 정말 힘들었어. 동료들이나 친구들이 내 의견을 들어주지 않아 혼자 남은 것 같아.,2
오늘은 내가 정말 힘들었어. 좋은 아이디어를 내지 못해서 계속 창피해졌어.,3
오늘 팀프로젝트 중에 내 의견을 무시한 덕수와 싸웠다. 혼자 왜 이렇게 느낄 수 있는지 모르겠어.,2
오늘은 다 쓰러질 것 같아. 하루 종일 눕고 싶다.,0
오늘은 내게 멈추는 시간이 필요하다.,0
저녁을 만들기 전에 먼저 쉬어야겠다... 오늘 하루는 참 힘들었어.,0
"오늘은 또 혼자였어. 동아리 모임에도 못 참석했고, 친구들도 내 소식을 묻지 않았어.",2
"오늘은 피로감이 엄청나서, 숨 쉬는 것조차 힘들었다.",0
"오늘은 혼자 집에서 앉아 있을 뿐만 아니라, 주변 사람들과의 소통도 거의 없었다. 사람 사이의 갈등이 마음을 더 답답하게 만들었다.",2
오늘은 너무 외로웠어. 같이 공부하려고 애쓰던 친구들이 저를 놔버린 것 같아서 힘들었다.,2
오늘은 아무 일도 이루지 못하고 빈 시간만 보내네.,3
"오늘의 회식, 참 싫었지. 웃으며 이야기하고 있지만 내 마음엔 냉소밖에 없어.",1
"동료들이 나를 혐오스럽게 보는 것 같아서 억울했고, 답답한 하루였다.",1
"저녁 식사 자리에서 미소만 짓고 있었다. 사실 그들과 이야기하고 싶었지만, 너무나도 지쳤어.",2
오늘은 바쁜 하루 끝나고 집으로 돌아와도 몸도 마음도 피로해서 누워서만 있었다.,0
오늘 하루는 쓸모 없는 빈 시간만 계속 되었다.,0
왜 이렇게 혼자 남겨진 걸까? 친구들에게 배신감이 들었다.,2
회의에서 내 의견이 무시당했다. 억울해서 허탈한 기분이다. 내 생각이 반영되지 않을 거라는 불만이 점점 커진다.,1
오늘은 안 힘들게 쉬고 내일부터 다시 일할 준비 해야겠대.,0
"그들이 어떤 이유에서든 나를 배제했다니, 속상한 하루였다.",1
오늘도 아무것에 도달하지 못했다. 이제야 알 것 같아.,3
내가 잘못한 게 아니라니까 답답해. 왜 이리 불공평한 거지?,1
"식욕도 없고, 친구들과의 대화마저 즐기지 못했다, 그냥 집에만 머무르고 싶었는데.",0
"내가 해낼 수 있다는 걸 잊고 있었어, 다시 기억해야겠어.",3
"오늘은 혼자였어. 이리저리 사람들을 찾아갔지만, 누구도 내 옆에 있어주지 않았다.",2
오늘은 뭐하나 하기 싫었다. 아무런 모티베이션이 없는 거 같아.,0
"끝없이 이어지는 일을 견뎌내며, 내 감정을 표현할 곳이 없어.",1
오늘은 아무도 내 옷스타일에 대해 말해주지 않아서 미안한 마음이 들어. 외롭다.,2
오늘 난 다른 사람들에게 떨어져서 이야기를 했다. 그럼에도 불구하고 불안감은 계속 따른다. 왜 항상 내가 이렇게 되는지 모르겠다.,3
하루 종일 일하느라 에너지 고갈이 두근두근 심했다.,0
오늘은 혼자서 집에서 영화 봤는데 그래도 더 좋지 않은 하루였다.,2
너무 피곤해서 밤도 잘 수 없었다. 나를 둘러싼 모든 것이 힘이 드는 것만 같았다.,0
오늘은 나도 모르게 피로가 쌓여서 집에 오면 침대에 누워만 있었다.,0
오늘은 정말 답답했다. 미팅에서 제 아이디어가 듣지 않았다.,1
회식에 초대받지 못했다. 오늘따라 집에서 편안히 쉬었다.,2
오늘 하루는 이렇게 보내는 건가. 무기력하고 힘이 나가는 느낌이 밥을 먹어도 해결되지 않아.,0
회사에서의 친구들과의 점심을 누리지 못했다.,2
허리부터 무릎까지 전신으로 피로감을 느꼈다. 오늘은 좀 쉬어야겠다.,0
"계속되는 피로에 저녁 식사도 제대로 하지 못했다, 손은 힘이 들었다.",0
오늘은 뭐하든 힘들었어. 그냥 누워 있어야만 했다.,0
"아직 경험도 부족해서 잘 모르겠는데, 그런 나를 둔 채로 다른 사람들에게 도움을 청할 수 없어서 답답했다.",3
나의 노력이 결과를 낼 시간이 아직 안 왔나보다. 하지만 이런 생각보다는 내가 더 좋은 사람으로 성장해야겠다.,3
오늘 하루는 뭐하러 그렇게 살아야 하나 싶다. 이렇게 움츠러들고 싶지 않아.,1
오늘은 정말 화났어. 잘못한 건 내가 아니지만.,1
회사 사람들 모두 분위기가 긴장해서 나는 모르는 사람이었어. 다들 나에게 신경 쓰지 않은 거 같아 조금 배신감이 들었다.,2
아침 일찍 일어나는 것 자체가 답답하다. 왜 내가 이렇게 일찍 일어날 수밖에 없을까?,1
오늘 하루를 정리하면서 내 몸과 마음이 얼마나 피곤했는지 느껴져.,0
오늘은 참 힘들었어. 끝나는 것 같은 일을 또 연장해서 밤까지 쉴 수 없었네.,1
다시 집으로 돌아와서 뭐라도 먹으려 했는데 배가 비었다.,2
"혼자서 차를 마시며 집안에서 뒤척였다. 외로움이 밀려오고 싶어 했지만, 막혔다.",2
"오늘 하루도 바쁘게 지났지만, 몸도 마음도 피곤했다. 무언가를 해내는 힘이 없다.",0
오늘은 정말 답답했다. 친구들이 뭐라 해도 내 의견을 듣지 않아요. 혼자 여기서 슬퍼하다가 밥 먹으러 갔어.,2
오늘도 계속 분노하고 있네. 누군가는 잘못 하고 있어도 내가 문제라고 말하니까 참으로 힘들어.,1
